,created_at,tree_dbh,curb_loc,health,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist
5660,2015-10-20,16,OnCurb,0,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,SI36,Old Town-Dongan Hills-South Beach,5,5011401,Staten Island,Staten Island,502,24,64,50
5661,2015-08-24,21,OnCurb,1,,,Damage,Volunteer,,green ash,Fraxinus pennsylvanica,QN17,Forest Hills,4,4074700,Queens,Forest Hills,406,16,27,29
5662,2015-06-01,5,OnCurb,1,,,NoDamage,Volunteer,,green ash,Fraxinus pennsylvanica,BX33,Longwood,2,2008300,Bronx,Bronx,202,32,84,17
5663,2015-09-01,32,OnCurb,1,,,NoDamage,TreesCount Staff,BranchLights,Sophora,Styphnolobium japonicum,BK63,Crown Heights South,3,3031900,Brooklyn,Brooklyn,309,20,43,35
5664,2016-05-29,14,OnCurb,0,,Helpful,Damage,TreesCount Staff,StonesWiresRopeBranchLights,Japanese zelkova,Zelkova serrata,SI35,New Brighton-Silver Lake,5,5010500,Staten Island,Staten Island,501,23,61,49
5665,2015-11-13,17,OnCurb,1,,,Damage,TreesCount Staff,,honeylocust,Gleditsia triacanthos var. inermis,QN43,Bellerose,4,4130100,Queens,Queens Village,413,14,24,23
5666,2015-12-03,5,OnCurb,1,,,NoDamage,Volunteer,,white oak,Quercus alba,QN72,Steinway,4,4013500,Queens,Astoria,401,13,36,22
5667,2015-06-24,3,OnCurb,1,3or4,,NoDamage,NYC Parks Staff,,cherry,Prunus,QN34,Queens Village,4,4055600,Queens,Queens Village,413,14,33,23
5668,2016-08-30,6,OnCurb,1,3or4,,NoDamage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,SI11,Charleston-Richmond Valley-Tottenville,5,5022600,Staten Island,Staten Island,503,24,62,51
5669,2015-08-04,27,OnCurb,0,,,NoDamage,Volunteer,StonesBranchLights,Chinese elm,Ulmus parvifolia,BX05,Bedford Park-Fordham North,2,2039901,Bronx,Bronx,207,33,78,15
5670,2016-06-20,4,OnCurb,1,,,Damage,Volunteer,,green ash,Fraxinus pennsylvanica,QN49,Whitestone,4,4094500,Queens,Whitestone,407,11,27,19
5671,2015-09-19,7,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,BK85,East New York (Pennsylvania Ave),3,3115600,Brooklyn,Brooklyn,305,19,60,42
5672,2015-09-03,20,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BK96,Rugby-Remsen Village,3,3088600,Brooklyn,Brooklyn,317,20,58,41
5673,2015-06-04,6,OnCurb,1,1or2,Helpful,NoDamage,TreesCount Staff,,Sophora,Styphnolobium japonicum,SI35,New Brighton-Silver Lake,5,5012100,Staten Island,Staten Island,501,24,61,49
5674,2016-05-04,8,OnCurb,1,,,Damage,Volunteer,,golden raintree,Koelreuteria paniculata,SI48,Arden Heights,5,5017007,Staten Island,Staten Island,503,24,62,51
5675,2015-10-07,4,OnCurb,1,3or4,Helpful,NoDamage,NYC Parks Staff,,silver linden,Tilia tomentosa,SI54,Great Kills,5,5015603,Staten Island,Staten Island,503,24,64,51
5676,2015-06-08,26,OnCurb,0,,,NoDamage,TreesCount Staff,StonesBranchLights,honeylocust,Gleditsia triacanthos var. inermis,QN31,Hunters Point-Sunnyside-West Maspeth,4,4018300,Queens,Sunnyside,402,12,37,26
5677,2015-10-03,11,OnCurb,1,1or2,Helpful,Damage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,QN27,East Elmhurst,4,4037300,Queens,East Elmhurst,403,13,35,21
5678,2016-06-23,17,OnCurb,0,,,NoDamage,NYC Parks Staff,,Callery pear,Pyrus calleryana,QN21,Middle Village,4,4065501,Queens,Middle Village,405,15,28,30
5679,2016-03-10,26,OnCurb,1,,,NoDamage,Volunteer,BranchOther,eastern redcedar,Juniperus virginiana,MN14,Lincoln Square,1,1015300,Manhattan,New York,107,27,67,6
5680,2015-10-07,5,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,American linden,Tilia americana,BK90,East Williamsburg,3,3050100,Brooklyn,Brooklyn,301,18,50,34
5681,2015-08-29,19,OnCurb,2,,,Damage,Volunteer,StonesWiresRopeBranchLightsBranchOther,Chinese elm,Ulmus parvifolia,QN19,Glendale,4,4063900,Queens,Ridgewood,405,15,28,30
5682,2015-11-13,5,OffsetFromCurb,0,1or2,,NoDamage,Volunteer,,green ash,Fraxinus pennsylvanica,QN21,Middle Village,4,4066501,Queens,Middle Village,405,15,30,30
5683,2015-10-05,6,OnCurb,1,,,Damage,Volunteer,StonesBranchLights,English oak,Quercus robur,SI28,Port Richmond,5,5025100,Staten Island,Staten Island,501,24,61,50
5684,2015-09-26,12,OnCurb,1,,,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,SI45,New Dorp-Midland Beach,5,5011202,Staten Island,Staten Island,502,24,64,50
5685,2015-08-21,8,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,RootOther,ginkgo,Ginkgo biloba,QN37,Kew Gardens Hills,4,4077905,Queens,Jamaica,408,14,24,24
5686,2015-06-23,9,OnCurb,1,1or2,,NoDamage,Volunteer,,cherry,Prunus,QN70,Astoria,4,4006300,Queens,Astoria,401,12,36,22
5687,2015-06-24,15,OnCurb,1,,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,BK82,East New York,3,3110400,Brooklyn,Brooklyn,305,19,60,42
5688,2015-11-06,27,OnCurb,1,,Harmful,NoDamage,Volunteer,,purple-leaf plum,Prunus cerasifera,QN42,Oakland Gardens,4,4129104,Queens,Oakland Gardens,411,11,24,23
5689,2015-06-29,6,OnCurb,1,,Helpful,Damage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,QN17,Forest Hills,4,4070900,Queens,Forest Hills,406,15,28,29
5690,2015-06-28,14,OnCurb,1,,,NoDamage,Volunteer,BranchLights,London planetree,Platanus x acerifolia,SI37,Stapleton-Rosebank,5,5002900,Staten Island,Staten Island,501,23,61,49
5691,2015-09-11,12,OnCurb,1,,Unsure,NoDamage,Volunteer,BranchLights,flowering dogwood,Cornus florida,BK63,Crown Heights South,3,3021300,Brooklyn,Brooklyn,309,21,57,35
5692,2015-09-06,4,OnCurb,1,1or2,Helpful,Damage,Volunteer,BranchOther,Sophora,Styphnolobium japonicum,BK69,Clinton Hill,3,3020100,Brooklyn,Brooklyn,302,25,57,35
5693,2015-07-29,6,OnCurb,1,,Harmful,Damage,NYC Parks Staff,,English oak,Quercus robur,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157903,Queens,Floral Park,413,11,33,23
5694,2016-08-07,15,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,1003300,Manhattan,New York,101,26,66,1
5695,2015-07-21,19,OnCurb,1,,,NoDamage,Volunteer,Stones,Japanese zelkova,Zelkova serrata,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4155102,Queens,Glen Oaks,413,11,24,23
5696,2016-04-08,6,OnCurb,1,,,Damage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,QN56,Ozone Park,4,4005800,Queens,Ozone Park,410,15,23,32
5697,2015-10-08,10,OnCurb,1,,Harmful,Damage,TreesCount Staff,RootOtherBranchLights,London planetree,Platanus x acerifolia,BX10,Pelham Bay-Country Club-City Island,2,2030000,Bronx,Bronx,210,34,82,13
5698,2015-11-06,11,OnCurb,0,1or2,Harmful,NoDamage,Volunteer,,London planetree,Platanus x acerifolia,BK21,Seagate-Coney Island,3,3034800,Brooklyn,Brooklyn,313,23,46,47
5699,2015-11-13,18,OffsetFromCurb,0,,,NoDamage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5015602,Staten Island,Staten Island,503,24,62,51
5700,2015-07-29,29,OnCurb,0,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,SI05,New Springville-Bloomfield-Travis,5,5027301,Staten Island,Staten Island,502,24,63,50
5701,2015-07-13,21,OffsetFromCurb,1,,,Damage,TreesCount Staff,StonesTrunkOther,pin oak,Quercus palustris,BK77,Bushwick North,3,3042700,Brooklyn,Brooklyn,304,18,53,34
5702,2015-10-20,20,OnCurb,1,,,Damage,NYC Parks Staff,,sassafras,Sassafras albidum,QN38,Pomonok-Flushing Heights-Hillcrest,4,4122702,Queens,Flushing,408,16,27,24
5703,2016-07-04,15,OnCurb,0,,,Damage,Volunteer,MetalGratesRootOtherTrunkOther,English oak,Quercus robur,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,5,5023100,Staten Island,Staten Island,501,23,61,49
5704,2016-08-31,8,OnCurb,1,,,Damage,TreesCount Staff,TrunkOther,tartar maple,Acer tataricum,SI48,Arden Heights,5,5017010,Staten Island,Staten Island,503,24,62,51
5705,2016-06-10,6,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,QN55,South Ozone Park,4,4081800,Queens,South Ozone Park,410,10,31,28
5706,2016-05-30,12,OnCurb,0,,Unsure,Damage,Volunteer,,Chinese elm,Ulmus parvifolia,BX01,Claremont-Bathgate,2,2016500,Bronx,Bronx,203,33,79,15
5707,2015-12-04,18,OnCurb,1,,,Damage,TreesCount Staff,Stones,Callery pear,Pyrus calleryana,SI22,West New Brighton-New Brighton-St. George,5,5008100,Staten Island,Staten Island,501,23,61,49
5708,2015-10-20,26,OnCurb,1,,,NoDamage,Volunteer,StonesBranchLights,pin oak,Quercus palustris,QN66,Laurelton,4,4061601,Queens,Rosedale,413,14,29,31
5709,2016-04-20,17,OnCurb,1,,,Damage,Volunteer,StonesRootOtherWiresRopeTrunkOtherBranchLightsBranchOther,London planetree,Platanus x acerifolia,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2,2009000,Bronx,Bronx,209,34,87,18
5710,2015-05-28,5,OnCurb,0,,,NoDamage,NYC Parks Staff,StonesWiresRopeBranchLights,Norway maple,Acer platanoides,SI28,Port Richmond,5,5024700,Staten Island,Staten Island,501,23,61,49
5711,2016-02-27,23,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157901,Queens,Glen Oaks,413,11,33,23
5712,2015-10-22,19,OnCurb,0,,,Damage,NYC Parks Staff,,pin oak,Quercus palustris,MN01,Marble Hill-Inwood,1,1029900,Manhattan,New York,112,31,72,10
5713,2015-08-05,8,OnCurb,0,1or2,Helpful,NoDamage,TreesCount Staff,,littleleaf linden,Tilia cordata,QN33,Cambria Heights,4,4061400,Queens,Cambria Heights,413,14,33,27
5714,2015-10-07,11,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,American elm,Ulmus americana,SI45,New Dorp-Midland Beach,5,5011202,Staten Island,Staten Island,502,24,64,50
5715,2015-10-16,20,OnCurb,1,,,NoDamage,Volunteer,,Japanese tree lilac,Syringa reticulata,SI37,Stapleton-Rosebank,5,5002900,Staten Island,Staten Island,501,23,61,49
5716,2015-08-17,9,OnCurb,1,,,Damage,Volunteer,,hawthorn,Crataegus,SI32,Rossville-Woodrow,5,5020801,Staten Island,Staten Island,503,24,62,51
5717,2015-10-10,10,OnCurb,1,,,Damage,Volunteer,WiresRope,cherry,Prunus,QN56,Ozone Park,4,4008600,Queens,Ozone Park,410,15,23,32
5718,2015-12-29,25,OnCurb,1,,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,BK77,Bushwick North,3,3043300,Brooklyn,Brooklyn,304,18,53,37
5719,2016-08-23,9,OnCurb,1,,,Damage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,QN33,Cambria Heights,4,4061400,Queens,Cambria Heights,413,14,33,27
5720,2015-10-06,4,OnCurb,1,,Harmful,NoDamage,Volunteer,,cherry,Prunus,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5017012,Staten Island,Staten Island,503,24,62,51
5721,2016-07-04,4,OnCurb,1,1or2,Harmful,Damage,Volunteer,BranchOther,Callery pear,Pyrus calleryana,BK83,Cypress Hills-City Line,3,3117400,Brooklyn,Brooklyn,305,18,54,37
5722,2016-06-29,13,OnCurb,0,,,NoDamage,Volunteer,,silver maple,Acer saccharinum,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157902,Queens,Glen Oaks,413,11,24,23
5723,2016-07-19,12,OffsetFromCurb,1,,,NoDamage,Volunteer,RootOtherWiresRopeBranchOther,scarlet oak,Quercus coccinea,QN45,Douglas Manor-Douglaston-Little Neck,4,4152901,Queens,Little Neck,411,11,26,23
5724,2016-06-15,24,OnCurb,0,,,NoDamage,TreesCount Staff,Stones,silver maple,Acer saccharinum,QN60,Kew Gardens,4,4077500,Queens,Kew Gardens,409,14,27,29
5725,2015-07-11,5,OnCurb,1,,Helpful,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,QN21,Middle Village,4,4062100,Queens,Middle Village,405,15,28,30
5726,2015-06-17,23,OnCurb,1,,,Damage,Volunteer,MetalGrates,honeylocust,Gleditsia triacanthos var. inermis,BK77,Bushwick North,3,3044300,Brooklyn,Brooklyn,304,18,53,37
5727,2016-05-04,5,OnCurb,0,,,NoDamage,TreesCount Staff,BranchOther,silver linden,Tilia tomentosa,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,1031703,Manhattan,New York,101,26,66,1
5728,2016-06-06,6,OnCurb,1,1or2,Helpful,Damage,TreesCount Staff,RootOtherBranchOther,Sophora,Styphnolobium japonicum,QN15,Far Rockaway-Bayswater,4,4101002,Queens,Far Rockaway,414,15,23,31
5729,2015-10-07,31,OnCurb,0,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,QN17,Forest Hills,4,4072900,Queens,Forest Hills,406,15,28,29
5730,2016-06-14,28,OnCurb,1,,,Damage,TreesCount Staff,StonesWiresRopeBranchLights,littleleaf linden,Tilia cordata,BK31,Bay Ridge,3,3006400,Brooklyn,Brooklyn,310,22,46,43
5731,2015-10-19,4,OnCurb,1,,Helpful,NoDamage,Volunteer,,cherry,Prunus,SI22,West New Brighton-New Brighton-St. George,5,5012500,Staten Island,Staten Island,501,24,61,49
5732,2015-10-15,15,OnCurb,1,,,NoDamage,Volunteer,,swamp white oak,Quercus bicolor,MN32,Yorkville,1,1013800,Manhattan,New York,108,28,76,5
5733,2015-10-19,4,OnCurb,1,3or4,Helpful,NoDamage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,QN03,Springfield Gardens South-Brookville,4,4068000,Queens,Springfield Gardens,413,10,31,31
5734,2016-06-12,6,OnCurb,1,,,Damage,Volunteer,,Norway maple,Acer platanoides,MN40,Upper East Side-Carnegie Hill,1,1012200,Manhattan,New York,108,28,73,4
5735,2016-08-31,6,OnCurb,0,1or2,Helpful,NoDamage,Volunteer,,ginkgo,Ginkgo biloba,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2,2001600,Bronx,Bronx,209,32,87,18
5736,2016-08-13,7,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,MN25,Battery Park City-Lower Manhattan,1,1031704,Manhattan,New York,101,26,65,1
5737,2016-07-13,8,OnCurb,1,,,Damage,Volunteer,BranchLights,Norway spruce,Picea abies,QN57,Lindenwood-Howard Beach,4,4089200,Queens,Howard Beach,410,15,23,32
5738,2015-11-19,9,OnCurb,0,,,NoDamage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,QN28,Jackson Heights,4,4028700,Queens,Jackson Heights,403,13,34,25
5739,2016-07-27,18,OnCurb,1,,Helpful,Damage,Volunteer,MetalGratesRootOtherTrunkOther,English oak,Quercus robur,BX10,Pelham Bay-Country Club-City Island,2,2051600,Bronx,Bronx,210,34,82,13
5740,2015-08-09,6,OnCurb,1,3or4,,NoDamage,Volunteer,,cherry,Prunus,QN47,Ft. Totten-Bay Terrace-Clearview,4,4099701,Queens,Bayside,407,11,26,19
5741,2015-07-21,4,OnCurb,1,,,Damage,TreesCount Staff,StonesWiresRopeBranchLights,Amur maple,Acer ginnala,BK28,Bensonhurst West,3,3019000,Brooklyn,Brooklyn,311,22,49,43
5742,2015-10-06,21,OnCurb,1,1or2,,NoDamage,NYC Parks Staff,BranchOther,green ash,Fraxinus pennsylvanica,QN46,Bayside-Bayside Hills,4,4143500,Queens,Oakland Gardens,411,11,25,23
5743,2015-10-25,15,OnCurb,1,,,NoDamage,NYC Parks Staff,,pin oak,Quercus palustris,SI45,New Dorp-Midland Beach,5,5011402,Staten Island,Staten Island,502,24,64,50
5744,2015-10-20,29,OnCurb,2,,,NoDamage,Volunteer,Stones,honeylocust,Gleditsia triacanthos var. inermis,MN40,Upper East Side-Carnegie Hill,1,1012800,Manhattan,New York,108,28,73,4
5745,2015-07-26,15,OnCurb,1,1or2,,Damage,Volunteer,StonesTrunkOther,Atlantic white cedar,Chamaecyparis thyoides,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157902,Queens,Glen Oaks,413,11,24,23
5746,2015-10-30,13,OnCurb,1,1or2,Helpful,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,BX39,Mott Haven-Port Morris,2,2003900,Bronx,Bronx,201,29,84,8
5747,2015-09-01,4,OnCurb,0,,Helpful,NoDamage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,QN51,Murray Hill,4,4114100,Queens,Flushing,407,11,26,19
5748,2015-08-15,6,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,5,5030302,Staten Island,Staten Island,501,23,63,49
5749,2015-09-25,27,OnCurb,1,,,Damage,Volunteer,,London planetree,Platanus x acerifolia,BK64,Prospect Heights,3,3020300,Brooklyn,Brooklyn,308,25,57,35
5750,2015-06-08,10,OnCurb,1,,Helpful,Damage,TreesCount Staff,,cherry,Prunus,QN22,Flushing,4,4086500,Queens,Flushing,407,16,40,20
5751,2015-09-08,3,OnCurb,1,,,NoDamage,TreesCount Staff,,Norway maple,Acer platanoides,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157903,Queens,Floral Park,413,11,33,23
5752,2016-08-18,11,OnCurb,1,,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,SI35,New Brighton-Silver Lake,5,5005900,Staten Island,Staten Island,501,24,63,49
5753,2016-09-01,14,OnCurb,0,,,Damage,Volunteer,BranchOther,English oak,Quercus robur,QN50,Elmhurst-Maspeth,4,4024300,Queens,Woodside,402,15,30,30
5754,2015-09-24,25,OnCurb,1,,,Damage,TreesCount Staff,TrunkOther,pin oak,Quercus palustris,QN49,Whitestone,4,4097300,Queens,Whitestone,407,11,27,19
5755,2016-06-22,29,OnCurb,1,,,Damage,TreesCount Staff,,American linden,Tilia americana,SI28,Port Richmond,5,5025100,Staten Island,Staten Island,501,24,61,50
5756,2015-08-01,17,OnCurb,1,,,Damage,Volunteer,RootOtherTrunkOtherBranchOther,English oak,Quercus robur,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,1002100,Manhattan,New York,101,26,66,1
5757,2015-09-27,5,OnCurb,1,,,Damage,TreesCount Staff,,'Schubert' chokecherry,Prunus virginiana,QN46,Bayside-Bayside Hills,4,4111300,Queens,Bayside,411,11,26,19
5758,2015-11-13,4,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,RootOther,silver maple,Acer saccharinum,BX36,University Heights-Morris Heights,2,2021502,Bronx,Bronx,205,29,77,14
5759,2015-06-24,16,OnCurb,1,,Helpful,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,BX34,Melrose South-Mott Haven North,2,2007500,Bronx,Bronx,201,32,79,17
5760,2015-08-20,4,OnCurb,1,,,NoDamage,Volunteer,,willow oak,Quercus phellos,BX08,West Farms-Bronx River,2,2005400,Bronx,Bronx,209,32,85,17
5761,2015-09-06,2,OnCurb,1,,,Damage,Volunteer,StonesBranchLights,green ash,Fraxinus pennsylvanica,BK77,Bushwick North,3,3044300,Brooklyn,Brooklyn,304,18,53,37
5762,2016-06-27,10,OnCurb,1,1or2,Unsure,NoDamage,NYC Parks Staff,,Japanese zelkova,Zelkova serrata,BK85,East New York (Pennsylvania Ave),3,3115600,Brooklyn,Brooklyn,305,19,60,42
5763,2015-11-17,23,OnCurb,1,,,Damage,Volunteer,,London planetree,Platanus x acerifolia,BK30,Dyker Heights,3,3015200,Brooklyn,Brooklyn,310,22,46,43
5764,2015-10-16,11,OnCurb,1,,,Damage,NYC Parks Staff,,Japanese zelkova,Zelkova serrata,QN34,Queens Village,4,4051200,Queens,Queens Village,413,14,33,27
5765,2015-10-23,8,OnCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,BK82,East New York,3,3107800,Brooklyn,Brooklyn,305,19,60,42
5766,2015-08-14,5,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,BK26,Gravesend,3,3039800,Brooklyn,Brooklyn,315,22,45,47
5767,2015-06-29,5,OnCurb,1,,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,5,5030302,Staten Island,Staten Island,501,23,63,49
5768,2015-07-28,5,OnCurb,0,1or2,,NoDamage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,QN47,Ft. Totten-Bay Terrace-Clearview,4,4101700,Queens,Whitestone,407,11,26,19
5769,2015-10-19,28,OnCurb,1,,,NoDamage,Volunteer,Stones,pin oak,Quercus palustris,BK35,Stuyvesant Heights,3,3038300,Brooklyn,Brooklyn,303,25,56,41
5770,2015-10-20,5,OnCurb,0,,,NoDamage,NYC Parks Staff,,green ash,Fraxinus pennsylvanica,QN38,Pomonok-Flushing Heights-Hillcrest,4,4124700,Queens,Fresh Meadows,408,11,25,24
5771,2016-08-31,3,OnCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,BX31,Allerton-Pelham Gardens,2,2031000,Bronx,Bronx,211,34,80,13
5772,2016-06-13,4,OnCurb,1,,,Damage,TreesCount Staff,StonesBranchLights,pin oak,Quercus palustris,QN54,Richmond Hill,4,4012400,Queens,Richmond Hill,409,10,24,28
5773,2015-09-26,4,OnCurb,1,1or2,,Damage,Volunteer,,London planetree,Platanus x acerifolia,BK37,Park Slope-Gowanus,3,3017700,Brooklyn,Brooklyn,306,21,44,39
5774,2015-08-19,2,OnCurb,1,1or2,Harmful,NoDamage,Volunteer,,green ash,Fraxinus pennsylvanica,QN46,Bayside-Bayside Hills,4,4109900,Queens,Bayside,411,11,26,19
5775,2015-07-07,16,OnCurb,1,,,NoDamage,Volunteer,RootOtherTrunkOtherBranchOther,horse chestnut,Aesculus hippocastanum,SI54,Great Kills,5,5014604,Staten Island,Staten Island,503,24,64,51
5776,2015-11-04,9,OnCurb,1,,,Damage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,BK37,Park Slope-Gowanus,3,3015900,Brooklyn,Brooklyn,306,20,52,39
5777,2015-12-24,21,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,QN38,Pomonok-Flushing Heights-Hillcrest,4,4124100,Queens,Fresh Meadows,408,11,25,24
5778,2015-07-02,6,OnCurb,0,,,Damage,Volunteer,,eastern cottonwood,Populus deltoides,SI05,New Springville-Bloomfield-Travis,5,5027302,Staten Island,Staten Island,502,24,63,50
5779,2015-05-27,5,OffsetFromCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,SI32,Rossville-Woodrow,5,5020801,Staten Island,Staten Island,503,24,62,51
5780,2015-09-20,10,OnCurb,1,,,Damage,Volunteer,,London planetree,Platanus x acerifolia,SI14,Grasmere-Arrochar-Ft. Wadsworth,5,5007400,Staten Island,Staten Island,502,23,64,50
5781,2015-10-01,6,OnCurb,1,1or2,,Damage,Volunteer,,Callery pear,Pyrus calleryana,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3070600,Brooklyn,Brooklyn,318,19,59,46
5782,2015-11-13,8,OnCurb,1,,,Damage,Volunteer,,American linden,Tilia americana,QN51,Murray Hill,4,4105900,Queens,Flushing,407,11,40,19
5783,2015-11-04,3,OnCurb,1,,Helpful,Damage,Volunteer,RootOtherTrunkOther,English oak,Quercus robur,SI05,New Springville-Bloomfield-Travis,5,5029102,Staten Island,Staten Island,502,24,63,50
5784,2015-08-15,7,OnCurb,1,,Helpful,NoDamage,TreesCount Staff,,cherry,Prunus,QN54,Richmond Hill,4,4012400,Queens,Richmond Hill,409,10,24,28
5785,2015-11-13,7,OnCurb,1,1or2,,Damage,Volunteer,,Callery pear,Pyrus calleryana,BK33,Carroll Gardens-Columbia Street-Red Hook,3,3006700,Brooklyn,Brooklyn,306,26,52,39
5786,2015-08-16,22,OnCurb,0,,,NoDamage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,MN33,East Harlem South,1,1016400,Manhattan,New York,111,29,68,8
5787,2015-07-21,15,OnCurb,1,,,Damage,NYC Parks Staff,,Norway maple,Acer platanoides,SI32,Rossville-Woodrow,5,5020803,Staten Island,Staten Island,503,24,62,51
5788,2015-12-16,3,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,QN27,East Elmhurst,4,4035700,Queens,East Elmhurst,403,13,35,21
5789,2015-10-12,4,OnCurb,0,1or2,Unsure,NoDamage,Volunteer,,green ash,Fraxinus pennsylvanica,SI35,New Brighton-Silver Lake,5,5005900,Staten Island,Staten Island,501,24,63,49
5790,2016-06-09,16,OnCurb,1,,,Damage,Volunteer,,sawtooth oak,Quercus acutissima,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,1003900,Manhattan,New York,101,26,66,1
5791,2015-09-14,20,OnCurb,1,,,Damage,Volunteer,TrunkOther,English oak,Quercus robur,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5017011,Staten Island,Staten Island,503,24,62,51
5792,2015-06-20,22,OnCurb,1,,,Damage,TreesCount Staff,StonesTrunkOther,London planetree,Platanus x acerifolia,QN72,Steinway,4,4033100,Queens,Flushing,401,13,35,21
5793,2015-10-21,29,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN49,Whitestone,4,4094500,Queens,Whitestone,407,11,27,19
5794,2015-07-18,21,OnCurb,1,1or2,Helpful,NoDamage,TreesCount Staff,,ginkgo,Ginkgo biloba,QN27,East Elmhurst,4,4035700,Queens,East Elmhurst,403,13,35,21
5795,2015-07-16,12,OnCurb,1,1or2,Harmful,NoDamage,Volunteer,BranchOther,honeylocust,Gleditsia triacanthos var. inermis,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5,5017011,Staten Island,Staten Island,503,24,62,51
5796,2015-07-13,4,OnCurb,1,,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,QN57,Lindenwood-Howard Beach,4,4088400,Queens,Howard Beach,410,15,23,32
5797,2015-10-02,4,OnCurb,1,1or2,Harmful,NoDamage,Volunteer,BranchOther,Callery pear,Pyrus calleryana,SI36,Old Town-Dongan Hills-South Beach,5,5009602,Staten Island,Staten Island,502,24,63,50
5798,2015-06-24,19,OnCurb,1,,,Damage,TreesCount Staff,,honeylocust,Gleditsia triacanthos var. inermis,QN21,Middle Village,4,4067700,Queens,Middle Village,405,15,30,30
5799,2015-10-07,6,OnCurb,1,1or2,,NoDamage,Volunteer,,American elm,Ulmus americana,BX01,Claremont-Bathgate,2,2039500,Bronx,Bronx,206,33,86,15
5800,2015-09-06,4,OnCurb,1,1or2,Helpful,Damage,Volunteer,BranchOther,ginkgo,Ginkgo biloba,BK31,Bay Ridge,3,3013600,Brooklyn,Brooklyn,310,22,64,43
